Shot #,T0 (eV),T1 (eV),T2 (eV),T3 (eV),Err. 0 (eV),Err. 1 (eV),Err. 2 (eV),Err. 3 (eV),t0 (ms),t1 (ms),t2 (ms),t3 (ms),Saturation detected
20637.00000,273.59775,,,,1.63934,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20638.00000,250.72723,,,,1.52311,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20639.00000,89.56321,,,,19.45653,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20640.00000,306.32776,,,,2.06914,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20641.00000,300.04909,,,,2.06499,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20642.00000,264.06246,,,,1.96471,,,,8.00000,8.00000,8.00000,8.00000,0.00000
20643.00000,309.96708,,,,2.38059,,,,10.00000,10.00000,10.00000,10.00000,0.00000
20644.00000,219.45771,,,,1.99315,,,,12.00000,12.00000,12.00000,12.00000,0.00000
20645.00000,200.83249,,,,1.43019,,,,10.00000,10.00000,10.00000,10.00000,0.00000
20646.00000,27.63626,,,,4.69948,,,,10.00000,10.00000,10.00000,10.00000,0.00000
20647.00000,35.01998,,,,0.40115,,,,5.00000,5.00000,5.00000,5.00000,1.00000
20648.00000,47.55086,,,,0.58326,,,,5.00000,5.00000,5.00000,5.00000,1.00000
20649.00000,32.28338,,,,0.53180,,,,5.00000,5.00000,5.00000,5.00000,1.00000
20650.00000,42.13268,,,,0.41048,,,,5.00000,5.00000,5.00000,5.00000,1.00000
20651.00000,28.34489,,,,0.48778,,,,5.00000,5.00000,5.00000,5.00000,1.00000
20658.00000,294.34204,,,,3.08869,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20659.00000,385.69924,,,,3.44607,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20660.00000,386.78015,,,,3.45455,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20661.00000,1000.00000,,,,233.86987,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20662.00000,367.65093,,,,3.62271,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20663.00000,374.44825,,,,3.09824,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20664.00000,381.69879,,,,3.31041,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20665.00000,360.37123,,,,2.85589,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20666.00000,384.47232,,,,3.40685,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20667.00000,386.26464,,,,3.26502,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20668.00000,371.34674,,,,2.80066,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20670.00000,392.69838,,,,3.43682,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20671.00000,359.63804,,,,3.17950,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20672.00000,340.82255,,,,2.70469,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20673.00000,329.46121,,,,2.71586,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20674.00000,314.60199,,,,2.34732,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20675.00000,333.64876,,,,2.82904,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20676.00000,339.70907,,,,2.94766,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20677.00000,351.36346,,,,2.62440,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20678.00000,378.56073,,,,3.22701,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20681.00000,357.17774,,,,2.98241,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20682.00000,364.80105,,,,3.17324,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20683.00000,219.35596,,,,1.63296,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20684.00000,312.92963,,,,2.62120,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20685.00000,324.75973,,,,2.77279,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20688.00000,20.96727,,,,4.11275,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20693.00000,314.23243,,,,2.47187,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20694.00000,292.16513,,,,2.37734,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20695.00000,339.33969,,,,3.25205,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20696.00000,362.01270,,,,3.42386,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20697.00000,299.16026,,,,2.87833,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20698.00000,329.51251,,,,3.01797,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20703.00000,330.48236,,,,2.61955,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20704.00000,342.12206,,,,2.89500,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20705.00000,286.41505,,,,2.44497,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20706.00000,228.16577,,,,1.69415,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20707.00000,355.02959,,,,2.78063,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20708.00000,332.16891,,,,2.51068,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20709.00000,260.43857,,,,2.07194,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20710.00000,295.44056,,,,2.39532,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20715.00000,326.02530,,,,3.14289,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20716.00000,323.80100,,,,2.72168,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20717.00000,253.30989,,,,1.98058,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20718.00000,3.88068,,,,0.09698,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20719.00000,350.04465,,,,2.76817,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20720.00000,282.97165,,,,2.14940,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20721.00000,267.09588,,,,2.36707,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20722.00000,361.62620,,,,3.09437,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20723.00000,258.17611,,,,2.07798,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20724.00000,139.38487,,,,0.95055,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20725.00000,245.92966,,,,1.79836,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20726.00000,309.21927,,,,2.25330,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20727.00000,272.18178,,,,2.00944,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20728.00000,259.64931,,,,1.81059,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20729.00000,290.05872,,,,2.36367,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20730.00000,314.06069,,,,2.50394,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20734.00000,316.48390,,,,2.54855,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20735.00000,241.37641,,,,1.94168,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20736.00000,218.93929,,,,1.55415,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20737.00000,248.93047,,,,2.26460,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20738.00000,259.85340,,,,2.31075,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20739.00000,314.53775,,,,2.77276,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20740.00000,218.02816,,,,2.09160,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20741.00000,1000.00000,,,,48.67303,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20742.00000,277.23610,,,,3.36841,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20743.00000,339.34096,,,,5.17985,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20744.00000,913.63248,,,,25.30263,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20745.00000,15.80278,,,,3.96092,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20746.00000,250.51950,,,,2.03208,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20747.00000,242.62769,,,,2.13126,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20748.00000,211.87174,,,,1.89708,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20749.00000,241.94488,,,,2.08664,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20750.00000,203.32273,,,,1.59946,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20751.00000,204.77106,,,,1.59909,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20752.00000,201.50483,,,,1.39622,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20754.00000,7.30933,,,,3.51753,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20755.00000,276.09664,,,,2.44913,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20756.00000,247.87446,,,,2.16533,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20757.00000,286.12520,,,,3.00885,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20758.00000,190.76736,,,,1.70182,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20759.00000,256.96432,,,,2.41322,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20761.00000,8.98313,,,,0.83960,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20762.00000,285.61000,,,,3.24150,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20763.00000,275.50805,,,,2.57889,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20764.00000,247.60716,,,,2.21237,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20765.00000,239.37129,,,,2.35549,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20766.00000,249.59994,,,,2.41599,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20767.00000,199.01312,,,,1.60055,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20768.00000,216.70762,,,,1.53321,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20769.00000,271.81869,,,,2.29479,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20770.00000,179.67321,,,,1.42773,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20771.00000,199.45777,,,,1.52713,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20772.00000,1000.00000,,,,301.34365,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20773.00000,999.98999,,,,124.54285,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20774.00000,26.21210,,,,0.18867,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20775.00000,271.15900,,,,2.61213,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20776.00000,250.86748,,,,2.41523,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20777.00000,248.56612,,,,2.38172,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20778.00000,233.07526,,,,2.06184,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20779.00000,177.92974,,,,1.76280,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20780.00000,230.99385,,,,2.52854,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20781.00000,243.77542,,,,2.18957,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20783.00000,15.47949,,,,0.09219,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20784.00000,192.74899,,,,1.56135,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20785.00000,128.44862,,,,0.93008,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20786.00000,253.79915,,,,2.05367,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20787.00000,236.88064,,,,1.93168,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20788.00000,47.64117,,,,0.47110,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20789.00000,189.50551,,,,1.34863,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20796.00000,17.16330,,,,4.22311,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20797.00000,21.60628,,,,4.74178,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20802.00000,232.68006,,,,2.39186,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20803.00000,229.85507,,,,2.38624,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20804.00000,3.55864,,,,0.22495,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20805.00000,273.44764,,,,2.27633,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20806.00000,15.78246,,,,0.11553,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20807.00000,216.40604,,,,2.09088,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20808.00000,183.56215,,,,2.18010,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20809.00000,260.89441,,,,2.91543,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20810.00000,196.56489,,,,1.90674,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20811.00000,58.28956,,,,0.59040,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20812.00000,72.18585,,,,0.66696,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20813.00000,130.71074,,,,1.01735,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20814.00000,164.64592,,,,1.61889,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20815.00000,46.06552,,,,0.53228,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20816.00000,294.60476,,,,3.02206,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20817.00000,167.23697,,,,1.42737,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20823.00000,2.89481,,,,0.07697,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20825.00000,984.63155,,,,196.17276,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20826.00000,3.93862,,,,0.10888,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20827.00000,14.69126,,,,0.09830,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20828.00000,20.08515,,,,3.62310,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20829.00000,111.56994,,,,0.89113,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20830.00000,2.57779,,,,0.20307,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20831.00000,999.98998,,,,171.98885,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20832.00000,286.44285,,,,2.28569,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20833.00000,2.48851,,,,0.43039,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20834.00000,164.98393,,,,1.56821,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20835.00000,40.61277,,,,0.36713,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20836.00000,123.35767,,,,1.11901,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20837.00000,2.89926,,,,0.22336,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20838.00000,93.23383,,,,0.73696,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20839.00000,168.27194,,,,1.49568,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20840.00000,109.00849,,,,1.07295,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20861.00000,15.06929,,,,4.22935,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20862.00000,223.38479,,,,2.25583,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20863.00000,158.87363,,,,1.24609,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20864.00000,238.95575,,,,2.06916,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20865.00000,156.38482,,,,1.02803,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20868.00000,193.16136,,,,1.71224,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20869.00000,231.76986,,,,1.86500,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20870.00000,171.39820,,,,1.09911,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20871.00000,173.19233,,,,1.29217,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20872.00000,203.31613,,,,1.37554,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20873.00000,197.33801,,,,1.43686,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20874.00000,233.26395,,,,1.69412,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20875.00000,36.19402,,,,4.39414,,,,5.00000,5.00000,5.00000,5.00000,1.00000
20882.00000,246.66654,,,,1.62185,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20883.00000,219.71182,,,,1.74181,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20884.00000,169.98614,,,,1.55755,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20885.00000,41.97895,,,,0.33016,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20886.00000,161.00277,,,,1.37864,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20887.00000,22.68190,,,,0.15244,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20888.00000,91.42697,,,,0.88893,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20889.00000,133.37129,,,,1.08479,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20890.00000,144.60930,,,,1.51298,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20891.00000,5.82052,,,,0.04510,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20892.00000,2.91164,,,,0.07980,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20893.00000,127.69593,,,,1.21575,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20894.00000,75.16641,,,,0.74167,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20898.00000,2.68616,,,,1.53442,,,,5.00000,5.00000,5.00000,5.00000,1.00000
20899.00000,183.80832,,,,1.97748,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20900.00000,120.97199,,,,1.28677,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20911.00000,12.80416,,,,7.64808,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20914.00000,15.77834,,,,3.97128,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20916.00000,1000.00000,,,,238.34810,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20918.00000,100.90260,,,,30.61786,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20946.00000,1000.00000,,,,82.98302,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20951.00000,277.23536,,,,2.72999,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20952.00000,301.95717,,,,2.81974,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20954.00000,272.22572,,,,2.26725,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20955.00000,307.58661,,,,3.46049,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20957.00000,355.30460,,,,3.43943,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20958.00000,323.75365,,,,3.08580,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20959.00000,330.38978,,,,3.06386,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20960.00000,311.76353,,,,3.22309,,,,5.00000,5.00000,5.00000,5.00000,0.00000
20976.00000,1000.00000,,,,351.17278,,,,1.00000,1.00000,1.00000,1.00000,0.00000
20977.00000,569.98499,,,,266.86427,,,,2.00000,2.00000,2.00000,2.00000,0.00000
20981.00000,291.64373,,,,2.45213,,,,2.00000,2.00000,2.00000,2.00000,0.00000
20982.00000,268.44833,,,,2.31599,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21086.00000,275.28615,,,,2.48686,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21087.00000,297.42489,,,,2.42183,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21088.00000,312.88009,,,,2.66109,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21089.00000,338.37807,,,,3.17632,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21090.00000,289.69627,,,,2.63022,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21091.00000,258.83206,,,,2.25523,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21092.00000,288.90910,,,,2.43422,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21095.00000,303.65080,,,,3.09359,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21096.00000,295.54258,,,,2.34907,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21097.00000,307.60267,,,,2.50876,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21099.00000,330.23336,,,,2.60576,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21100.00000,342.33860,,,,2.64288,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21101.00000,331.88205,,,,2.71170,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21102.00000,341.21249,,,,3.21968,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21103.00000,247.29804,,,,2.07505,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21104.00000,270.10813,,,,2.54848,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21105.00000,322.20276,,,,3.08954,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21106.00000,266.95614,,,,2.48881,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21107.00000,294.97942,,,,3.03558,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21111.00000,95.50811,,,,0.67593,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21112.00000,147.07955,,,,1.24420,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21113.00000,325.34284,,,,3.26032,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21114.00000,346.59934,,,,3.07701,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21115.00000,359.84549,,,,3.11304,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21116.00000,326.45661,,,,2.59309,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21117.00000,292.06965,,,,2.34252,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21118.00000,294.16900,,,,2.59294,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21119.00000,326.71095,,,,3.37238,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21123.00000,371.33680,,,,5.33586,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21124.00000,418.48390,,,,4.73563,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21125.00000,358.27256,,,,3.35357,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21126.00000,416.26284,,,,5.23464,,,,5.00000,5.00000,5.00000,5.00000,0.00000
