Shot #,T0 (eV),T1 (eV),T2 (eV),T3 (eV),Err. 0 (eV),Err. 1 (eV),Err. 2 (eV),Err. 3 (eV),t0 (ms),t1 (ms),t2 (ms),t3 (ms),Saturation detected
21113.00000,155.55162,,,,1.77669,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21114.00000,118.89963,,,,1.13282,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21115.00000,182.05678,,,,2.18144,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21116.00000,146.99002,,,,1.48014,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21117.00000,105.80139,,,,0.90634,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21118.00000,119.63184,,,,1.08796,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21119.00000,155.74896,,,,1.67659,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21123.00000,91.90341,,,,0.89693,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21124.00000,187.31587,,,,2.45439,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21125.00000,194.26170,,,,2.34538,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21126.00000,206.27536,,,,2.58292,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21127.00000,151.34202,,,,1.67574,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21128.00000,137.61341,,,,1.37373,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21129.00000,217.26060,,,,3.07829,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21130.00000,199.05826,,,,2.47251,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21131.00000,174.45824,,,,2.08865,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21132.00000,125.80444,,,,1.25370,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21133.00000,176.54212,,,,2.07939,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21134.00000,178.01392,,,,1.96674,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21135.00000,238.41094,,,,3.31167,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21136.00000,158.64161,,,,1.73299,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21137.00000,248.28445,,,,27.73127,,,,5.00000,5.00000,5.00000,5.00000,1.00000
21152.00000,1.16584,,,,0.01313,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21153.00000,1.41934,,,,0.01688,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21154.00000,41.78377,,,,0.44512,,,,5.00000,5.00000,5.00000,5.00000,1.00000
21155.00000,95.98730,,,,0.81714,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21156.00000,20.51682,,,,0.28138,,,,5.00000,5.00000,5.00000,5.00000,1.00000
21157.00000,59.82875,,,,0.46292,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21158.00000,45.54011,,,,0.45538,,,,5.00000,5.00000,5.00000,5.00000,1.00000
21165.00000,1.25518,,,,0.01434,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21166.00000,0.48353,,,,0.01161,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21167.00000,0.90976,,,,0.01100,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21168.00000,142.09629,,,,1.48206,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21169.00000,73.54309,,,,0.65395,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21170.00000,127.17805,,,,1.26504,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21171.00000,56.81783,,,,0.56258,,,,5.00000,5.00000,5.00000,5.00000,1.00000
21172.00000,91.72908,,,,0.78980,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21173.00000,29.83812,,,,0.42351,,,,5.00000,5.00000,5.00000,5.00000,1.00000
21174.00000,64.93043,,,,0.52858,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21175.00000,65.32900,,,,0.58978,,,,5.00000,5.00000,5.00000,5.00000,1.00000
21176.00000,103.76012,,,,0.95121,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21177.00000,106.63688,,,,0.91965,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21178.00000,20.17559,,,,0.24490,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21179.00000,39.37343,,,,0.35318,,,,5.00000,5.00000,5.00000,5.00000,1.00000
21180.00000,95.58364,,,,0.67219,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21181.00000,39.04839,,,,0.28693,,,,5.00000,5.00000,5.00000,5.00000,1.00000
21182.00000,65.60498,,,,0.46727,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21186.00000,70.81355,,,,0.52651,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21187.00000,38.74455,,,,0.41695,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21188.00000,41.32729,,,,0.32004,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21189.00000,72.02657,,,,0.58745,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21190.00000,68.22376,,,,0.59572,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21191.00000,9.82217,,,,0.09991,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21192.00000,12.13446,,,,0.11959,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21193.00000,62.20416,,,,0.45914,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21194.00000,31.93600,,,,0.27543,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21196.00000,56.56453,,,,0.41858,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21197.00000,74.15242,,,,0.56979,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21198.00000,58.93240,,,,0.36123,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21204.00000,60.82294,,,,0.42522,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21205.00000,46.88862,,,,0.30846,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21206.00000,39.61480,,,,0.32502,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21207.00000,28.38272,,,,0.32631,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21208.00000,33.49701,,,,0.42168,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21209.00000,37.76628,,,,0.38766,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21210.00000,20.11316,,,,0.25514,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21211.00000,14.65650,,,,0.17126,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21218.00000,24.86040,,,,0.28044,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21219.00000,26.13331,,,,0.30666,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21220.00000,12.77122,,,,0.14573,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21221.00000,22.34335,,,,0.30638,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21223.00000,19.89607,,,,0.30396,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21224.00000,8.13542,,,,0.13498,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21225.00000,14.13300,,,,0.15844,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21226.00000,9.44463,,,,0.15006,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21228.00000,6.52654,,,,0.11439,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21229.00000,26.71708,,,,0.36651,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21230.00000,15.05828,,,,0.19820,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21231.00000,4.48738,,,,0.15070,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21233.00000,37.42414,,,,0.26956,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21234.00000,13.54040,,,,0.12763,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21235.00000,24.73040,,,,0.28349,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21236.00000,39.71979,,,,0.28916,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21240.00000,64.93982,,,,0.58427,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21241.00000,109.34037,,,,0.93308,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21242.00000,46.49005,,,,0.42271,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21243.00000,80.36054,,,,0.60461,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21244.00000,26.84576,,,,0.38262,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21245.00000,32.09480,,,,0.32260,,,,5.00000,5.00000,5.00000,5.00000,1.00000
21246.00000,45.99023,,,,0.34110,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21247.00000,21.86866,,,,0.28959,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21248.00000,45.02747,,,,0.38212,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21249.00000,26.61503,,,,0.37112,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21250.00000,66.98511,,,,0.49040,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21251.00000,28.61122,,,,0.38241,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21252.00000,31.86335,,,,0.36861,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21253.00000,21.82968,,,,0.31150,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21254.00000,31.64455,,,,0.33374,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21255.00000,43.32567,,,,0.32222,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21256.00000,44.33770,,,,0.28682,,,,3.00000,3.00000,3.00000,3.00000,1.00000
21257.00000,25.08936,,,,0.30444,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21261.00000,28.56618,,,,0.31365,,,,5.00000,5.00000,5.00000,5.00000,1.00000
21262.00000,74.29463,,,,0.53070,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21263.00000,57.90012,,,,0.42873,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21264.00000,49.85999,,,,0.32515,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21265.00000,53.62469,,,,0.42442,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21266.00000,60.51722,,,,0.47693,,,,5.00000,5.00000,5.00000,5.00000,1.00000
21267.00000,98.65193,,,,0.87371,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21268.00000,93.51901,,,,0.85594,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21269.00000,22.88445,,,,0.30459,,,,5.00000,5.00000,5.00000,5.00000,1.00000
21270.00000,46.45513,,,,0.37915,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21271.00000,53.51102,,,,0.39174,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21272.00000,28.47184,,,,0.26337,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21273.00000,68.60070,,,,0.47796,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21282.00000,179.05798,,,,2.60856,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21283.00000,32.87162,,,,0.48949,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21284.00000,68.08048,,,,0.55631,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21285.00000,53.39790,,,,0.50578,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21286.00000,24.41615,,,,0.51818,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21287.00000,28.84689,,,,0.43035,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21288.00000,71.70963,,,,0.68191,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21289.00000,36.96926,,,,0.76068,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21290.00000,203.12689,,,,2.81028,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21291.00000,42.45597,,,,0.42796,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21295.00000,92.90011,,,,0.74254,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21296.00000,69.25474,,,,0.52962,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21297.00000,86.40912,,,,0.65483,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21299.00000,83.37638,,,,0.70173,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21301.00000,87.42661,,,,0.64795,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21302.00000,33.29070,,,,0.31174,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21303.00000,107.19347,,,,0.98350,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21310.00000,41.51719,,,,0.40730,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21311.00000,105.15833,,,,0.90344,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21312.00000,137.55249,,,,1.45018,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21313.00000,122.57294,,,,1.10725,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21314.00000,166.23481,,,,1.73842,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21316.00000,110.48071,,,,0.96373,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21317.00000,108.34283,,,,0.85531,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21318.00000,91.43593,,,,0.69228,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21322.00000,30.63427,,,,0.31951,,,,8.00000,8.00000,8.00000,8.00000,1.00000
21323.00000,171.65052,,,,1.82020,,,,8.00000,8.00000,8.00000,8.00000,0.00000
21324.00000,97.66215,,,,0.78458,,,,8.00000,8.00000,8.00000,8.00000,0.00000
21326.00000,87.98661,,,,0.62331,,,,8.00000,8.00000,8.00000,8.00000,0.00000
21327.00000,137.12889,,,,1.29244,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21328.00000,146.12240,,,,1.47277,,,,3.00000,3.00000,3.00000,3.00000,0.00000
21329.00000,159.78137,,,,1.49777,,,,8.00000,8.00000,8.00000,8.00000,0.00000
21330.00000,155.63522,,,,1.57492,,,,3.00000,3.00000,3.00000,3.00000,0.00000
21331.00000,153.52200,,,,1.54887,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21336.00000,134.80720,,,,1.56842,,,,3.00000,3.00000,3.00000,3.00000,0.00000
21338.00000,111.74648,,,,0.92770,,,,3.00000,3.00000,3.00000,3.00000,0.00000
21339.00000,114.25877,,,,1.10892,,,,3.00000,3.00000,3.00000,3.00000,0.00000
21340.00000,105.45816,,,,0.96148,,,,8.00000,8.00000,8.00000,8.00000,0.00000
21341.00000,73.46457,,,,2.45391,,,,1.00000,1.00000,1.00000,1.00000,1.00000
21342.00000,117.13283,,,,1.16251,,,,2.00000,2.00000,2.00000,2.00000,0.00000
21343.00000,133.21693,,,,1.42742,,,,8.00000,8.00000,8.00000,8.00000,0.00000
21344.00000,78.13412,,,,2.88790,,,,1.00000,1.00000,1.00000,1.00000,1.00000
21345.00000,124.92404,,,,1.22441,,,,2.00000,2.00000,2.00000,2.00000,0.00000
21354.00000,95.92802,,,,0.89143,,,,8.00000,8.00000,8.00000,8.00000,0.00000
21355.00000,68.57181,,,,0.67718,,,,8.00000,8.00000,8.00000,8.00000,0.00000
21356.00000,98.07971,,,,1.05643,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21359.00000,90.76548,,,,0.83915,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21360.00000,99.17171,,,,0.98682,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21361.00000,70.04213,,,,0.69335,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21362.00000,51.36020,,,,1.30675,,,,5.00000,5.00000,5.00000,5.00000,1.00000
21367.00000,54.37779,,,,0.49358,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21368.00000,113.26164,,,,1.10504,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21369.00000,93.13597,,,,0.90378,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21370.00000,42.41614,,,,0.44195,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21371.00000,46.60149,,,,1.09040,,,,5.00000,5.00000,5.00000,5.00000,1.00000
21372.00000,50.86704,,,,1.14750,,,,5.00000,5.00000,5.00000,5.00000,1.00000
21373.00000,123.06577,,,,1.17630,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21374.00000,87.93740,,,,0.73809,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21375.00000,113.82119,,,,1.07127,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21376.00000,59.83804,,,,1.58642,,,,5.00000,5.00000,5.00000,5.00000,1.00000
21377.00000,45.65223,,,,0.99113,,,,5.00000,5.00000,5.00000,5.00000,1.00000
21379.00000,116.58794,,,,1.07386,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21380.00000,105.14894,,,,0.89810,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21381.00000,101.60761,,,,0.97088,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21382.00000,133.87445,,,,1.26811,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21383.00000,115.05233,,,,1.10294,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21392.00000,79.49471,,,,0.68992,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21393.00000,101.11136,,,,0.92487,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21394.00000,66.75609,,,,0.48212,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21395.00000,65.07041,,,,0.52141,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21396.00000,79.66596,,,,0.70581,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21397.00000,85.34926,,,,0.71139,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21398.00000,36.27042,,,,0.38836,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21399.00000,89.34768,,,,0.69974,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21400.00000,97.48826,,,,0.74828,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21419.00000,53.22276,,,,2.39073,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21420.00000,39.40679,,,,3.23844,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21421.00000,68.00620,,,,2.26425,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21422.00000,75.29529,,,,2.25254,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21423.00000,116.12901,,,,3.32595,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21424.00000,42.76282,,,,2.50278,,,,8.00000,8.00000,8.00000,8.00000,0.00000
21425.00000,67.01349,,,,2.54799,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21426.00000,105.15402,,,,2.71842,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21427.00000,148.79535,,,,4.45808,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21428.00000,87.19144,,,,3.06236,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21432.00000,84.32290,,,,2.95832,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21440.00000,71.90452,,,,2.52505,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21441.00000,79.65981,,,,2.60976,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21442.00000,64.32755,,,,2.10297,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21447.00000,41.62174,,,,1.86374,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21448.00000,33.18125,,,,1.76748,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21449.00000,78.42297,,,,2.52298,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21450.00000,61.23746,,,,2.20559,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21451.00000,53.00062,,,,2.52471,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21452.00000,47.32974,,,,2.70616,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21453.00000,30.17942,,,,1.83931,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21454.00000,56.43107,,,,2.20247,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21455.00000,2.89725,,,,0.07937,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21456.00000,87.31248,,,,3.10696,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21458.00000,72.83613,,,,4.13625,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21460.00000,25.42394,,,,0.95213,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21461.00000,45.60454,,,,1.89576,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21462.00000,13.14746,,,,0.31401,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21463.00000,64.08840,,,,2.28446,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21478.00000,73.80537,,,,4.93279,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21486.00000,33.32924,,,,2.66682,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21487.00000,39.48486,,,,2.70596,,,,5.00000,5.00000,5.00000,5.00000,0.00000
21489.00000,58.33147,,,,2.52185,,,,1.00000,1.00000,1.00000,1.00000,0.00000
21490.00000,26.68198,,,,1.25269,,,,1.00000,1.00000,1.00000,1.00000,0.00000
21491.00000,32.00854,,,,1.63725,,,,1.00000,1.00000,1.00000,1.00000,0.00000
21492.00000,87.01694,,,,2.82960,,,,1.00000,1.00000,1.00000,1.00000,0.00000
21493.00000,49.17010,,,,2.30404,,,,1.00000,1.00000,1.00000,1.00000,0.00000
21494.00000,45.41252,,,,2.23483,,,,1.00000,1.00000,1.00000,1.00000,0.00000
21495.00000,76.41910,,,,3.00050,,,,1.00000,1.00000,1.00000,1.00000,0.00000
21496.00000,71.57473,,,,2.52907,,,,1.00000,1.00000,1.00000,1.00000,0.00000
21497.00000,101.18902,,,,3.36256,,,,1.00000,1.00000,1.00000,1.00000,0.00000
21498.00000,54.77740,,,,2.20305,,,,1.00000,1.00000,1.00000,1.00000,0.00000
21499.00000,43.25607,,,,1.86713,,,,1.00000,1.00000,1.00000,1.00000,0.00000
21500.00000,76.17050,,,,3.01982,,,,1.00000,1.00000,1.00000,1.00000,0.00000
21504.00000,73.26178,,,,2.94367,,,,1.00000,1.00000,1.00000,1.00000,0.00000
21505.00000,62.00017,,,,2.29080,,,,1.00000,1.00000,1.00000,1.00000,0.00000
21506.00000,56.42866,,,,2.85239,,,,1.00000,1.00000,1.00000,1.00000,0.00000
21507.00000,92.08240,,,,3.77214,,,,1.00000,1.00000,1.00000,1.00000,0.00000
21508.00000,81.44219,,,,2.97382,,,,1.00000,1.00000,1.00000,1.00000,0.00000
21509.00000,115.59551,,,,3.75352,,,,1.00000,1.00000,1.00000,1.00000,0.00000
21510.00000,81.78867,,,,3.04784,,,,1.00000,1.00000,1.00000,1.00000,0.00000
21511.00000,77.41419,,,,3.95088,,,,1.00000,1.00000,1.00000,1.00000,0.00000
21512.00000,98.16694,,,,3.19160,,,,1.00000,1.00000,1.00000,1.00000,0.00000
21513.00000,19.62007,,,,1.00101,,,,1.00000,1.00000,1.00000,1.00000,0.00000
21514.00000,44.65466,,,,1.43870,,,,1.00000,1.00000,1.00000,1.00000,0.00000
21515.00000,25.14256,,,,1.23959,,,,1.00000,1.00000,1.00000,1.00000,0.00000
21516.00000,59.60719,,,,2.54717,,,,1.00000,1.00000,1.00000,1.00000,0.00000
21517.00000,43.20360,,,,2.19505,,,,1.00000,1.00000,1.00000,1.00000,0.00000
21518.00000,25.27816,,,,0.93972,,,,1.00000,1.00000,1.00000,1.00000,0.00000
21519.00000,41.33848,,,,2.09393,,,,1.00000,1.00000,1.00000,1.00000,0.00000
21520.00000,83.98299,,,,3.05630,,,,1.00000,1.00000,1.00000,1.00000,0.00000
21521.00000,81.71194,,,,3.25592,,,,1.00000,1.00000,1.00000,1.00000,0.00000
21522.00000,52.20081,,,,2.08630,,,,1.00000,1.00000,1.00000,1.00000,0.00000
21526.00000,92.58425,,,,2.70569,,,,1.00000,1.00000,1.00000,1.00000,0.00000
21527.00000,68.00895,,,,2.91263,,,,1.00000,1.00000,1.00000,1.00000,0.00000
21528.00000,53.62849,,,,1.77693,,,,1.00000,1.00000,1.00000,1.00000,0.00000
21529.00000,81.14714,,,,3.85670,,,,1.00000,1.00000,1.00000,1.00000,0.00000
21530.00000,90.32795,,,,4.71587,,,,1.00000,1.00000,1.00000,1.00000,0.00000
21531.00000,107.07926,,,,3.89812,,,,1.00000,1.00000,1.00000,1.00000,0.00000
21532.00000,74.58545,,,,2.67840,,,,1.00000,1.00000,1.00000,1.00000,0.00000
21533.00000,67.42563,,,,3.08369,,,,1.00000,1.00000,1.00000,1.00000,0.00000
21534.00000,88.02995,,,,3.51854,,,,1.00000,1.00000,1.00000,1.00000,0.00000
21535.00000,93.68048,,,,3.21850,,,,1.00000,1.00000,1.00000,1.00000,0.00000
21536.00000,58.08717,,,,2.78366,,,,1.00000,1.00000,1.00000,1.00000,0.00000
21537.00000,103.81053,,,,3.89528,,,,1.00000,1.00000,1.00000,1.00000,0.00000
21538.00000,116.60862,,,,3.70716,,,,1.00000,1.00000,1.00000,1.00000,0.00000
21539.00000,87.53735,,,,3.45580,,,,1.00000,1.00000,1.00000,1.00000,0.00000
